Date,Open,High,Low,Close,Adj Close,Rendimiento,IPC,Rendimiento,Correlación,Volume
2019-01-07,1602.310059,1634.560059,1589.189941,1629.51001,1629.51001,0,43542.871094,0,0,7993200
2019-01-08,1664.689941,1676.609985,1616.609985,1656.579956,1656.579956,0.016612322620835,43648.070313,0.002415991788251,0,8881400
2019-01-09,1652.97998,1667.800049,1641.400024,1659.420044,1659.420044,0.001714428566948,43668.949219,0.000478346599295,1,6348800
2019-01-10,1641.01001,1663.25,1621.619995,1656.219971,1656.219971,-0.001928428556453,43556.109375,-0.002583983494407,0.893262781196017,6507700
2019-01-11,1640.550049,1660.290039,1636.219971,1640.560059,1640.560059,-0.009455212637332,43397.980469,-0.003630464434704,0.942032045021171,4686200
2019-01-14,1615,1648.199951,1595.150024,1617.209961,1617.209961,-0.014233004071934,43603.621094,0.004738483744581,0.090525012979856,6005900
2019-01-15,1632,1675.160034,1626.01001,1674.560059,1674.560059,0.035462369997114,43819.53125,0.004951656550142,0.472756010848867,5998500
2019-01-16,1684.219971,1705,1675.880005,1683.780029,1683.780029,0.005505905835056,43932.078125,0.002568418049885,0.46894969859129,6366900
2019-01-17,1680,1700.170044,1677.5,1693.219971,1693.219971,0.005606398601607,44241.539063,0.007044076929834,0.402306285359667,4208900
2019-01-18,1712,1716.199951,1691.540039,1696.199951,1696.199951,0.001759948530633,44028.960938,-0.004804944165647,0.375522145765431,6020500
2019-01-22,1681,1681.869995,1610.199951,1632.170044,1632.170044,-0.037749032454724,43768.078125,-0.005925254819603,0.581888300082281,6416800
2019-01-23,1656,1657.430054,1612,1640.02002,1640.02002,0.004809533191016,43679.671875,-0.002019879642591,0.558255434326521,5225200
2019-01-24,1641.069946,1657.26001,1631.780029,1654.930054,1654.930054,0.009091373165067,43566.109375,-0.0025998936147,0.5151744864664,4089900
2019-01-25,1670.5,1683.47998,1661.609985,1670.569946,1670.569946,0.009450485210658,43638.621094,0.001664406577504,0.521993372762961,4945900
2019-01-28,1643.589966,1645,1614.089966,1637.890015,1637.890015,-0.019562144690947,43626.148438,-0.000285816913718,0.502335566787473,4837700
2019-01-29,1631.27002,1632.380005,1590.719971,1593.880005,1593.880005,-0.026869942179848,43700.101563,0.001695155947702,0.418915350719202,4632800
2019-01-30,1623,1676.949951,1619.680054,1670.430054,1670.430054,0.048027485607362,43631.359375,-0.001573044124415,0.269098022745505,5783800
2019-01-31,1692.849976,1736.410034,1679.079956,1718.72998,1718.72998,0.028914665348807,43987.941406,0.008172608786613,0.369861229017926,10910300
2019-02-01,1638.880005,1673.060059,1622.01001,1626.22998,1626.22998,-0.053818808699666,43738.269531,-0.00567591633115,0.480405814412366,11506200
2019-02-04,1623,1649.630005,1613.5,1633.310059,1633.310059,0.004353676347794,44337.101563,0.013691260272096,0.40762847772799,4929100
2019-02-05,1643.339966,1665.26001,1642.5,1658.810059,1658.810059,0.015612467369247,43855.789063,-0.010855750218947,0.290384194834945,4453100
2019-02-06,1670.75,1672.26001,1633.339966,1640.26001,1640.26001,-0.011182744461523,43624.550781,-0.005272696876297,0.306535420191651,3939900
2019-02-07,1625,1625.540039,1592.910034,1614.369995,1614.369995,-0.015784092059892,43180.449219,-0.010180083325773,0.337175243725994,4626600
2019-02-08,1586,1588.589966,1566.76001,1588.219971,1588.219971,-0.016198284210554,43285.171875,0.002425233129671,0.317335203259331,5657500
2019-02-11,1600.97998,1609.290039,1586,1591,1591,0.001750405517348,43113.789063,-0.003959388505951,0.311324823827399,3317300
2019-02-12,1604,1639.400024,1598.880005,1638.01001,1638.01001,0.029547460716531,42284.058594,-0.019245129853643,0.101094209240087,4858600
2019-02-13,1647,1656.380005,1637.109985,1640,1640,0.001214882685607,42725.21875,0.010433250039593,0.097800053713749,3560300
2019-02-14,1624.5,1637.900024,1606.060059,1622.650024,1622.650024,-0.010579253658537,42988.71875,0.006167317750714,0.077283431697684,4120500
2019-02-15,1627.859985,1628.910034,1604.5,1607.949951,1607.949951,-0.009059299776647,42981.308594,-0.000172374432536,0.076423860201503,4343900
2019-02-19,1601,1634,1600.560059,1627.579956,1627.579956,0.012208094529181,42949.5,-0.000740056434774,0.075080019026298,3681700
2019-02-20,1630,1634.930054,1610.119995,1622.099976,1622.099976,-0.003366949795491,43178,0.005320201632149,0.069276815047681,3337600
2019-02-21,1619.849976,1623.560059,1600.910034,1619.439941,1619.439941,-0.001639871178939,43577.640625,0.009255653920978,0.063351557971857,3483400
2019-02-22,1623.5,1634.939941,1621.170044,1631.560059,1631.560059,0.007484141704271,43738.660156,0.003695003416675,0.069137813524905,3096200
2019-02-25,1641.449951,1654.599976,1630.390015,1633,1633,0.000882554700979,43664.328125,-0.001699458344972,0.068782267033641,3184500
2019-02-26,1625.97998,1639.98999,1616.130005,1636.400024,1636.400024,0.002082072259645,43623.328125,-0.000938981584295,0.068314223569353,2665800
2019-02-27,1628.180054,1641.810059,1615.099976,1641.089966,1641.089966,0.002866011935478,43311.179688,-0.007155539258847,0.062969121296935,3148800
2019-02-28,1635.25,1651.77002,1633.829956,1639.829956,1639.829956,-0.000767788497952,42823.808594,-0.011252778093575,0.063293978563748,3025900
2019-03-01,1655.130005,1674.26001,1651,1671.72998,1671.72998,0.019453251163806,42619.230469,-0.004777205291093,0.044565882984734,4974900
2019-03-04,1685,1709.430054,1674.359985,1696.170044,1696.170044,0.014619624157246,42418.488281,-0.004710131689168,0.032092568973864,6167400
2019-03-05,1702.949951,1707.800049,1689.01001,1692.430054,1692.430054,-0.002204961709606,42128.910156,-0.006826696017116,0.036096829598192,3681500
2019-03-06,1695.969971,1697.75,1668.280029,1668.949951,1668.949951,-0.013873603192348,41908.148438,-0.005240147850551,0.049131980507693,3996000
2019-03-07,1667.369995,1669.75,1620.51001,1625.949951,1625.949951,-0.025764703114216,41641.839844,-0.006354577902528,0.075940909786352,4957000
2019-03-08,1604.01001,1622.719971,1586.569946,1620.800049,1620.800049,-0.003167318893692,41586.699219,-0.001324163994832,0.076078357611393,4667000
2019-03-11,1626.119995,1672.290039,1626.01001,1670.619995,1670.619995,0.030737872960171,41876.171875,0.006960702855391,0.118828723226618,3876400
2019-03-12,1669,1684.27002,1660.97998,1673.099976,1673.099976,0.001484467447668,41740.621094,-0.003236942990028,0.118324238690527,3614500
2019-03-13,1683,1700,1679.349976,1690.810059,1690.810059,0.010585191114724,41932.558594,0.004598338380441,0.127079811474342,3552000
2019-03-14,1691.199951,1702,1684.339966,1686.219971,1686.219971,-0.002714727166169,41777.808594,-0.003690449740936,0.128716690503141,2946600
2019-03-15,1703,1718.800049,1693.130005,1712.359985,1712.359985,0.015502137591514,42210.460938,0.010356032510095,0.152947174611532,7550900
2019-03-18,1712.699951,1750,1712.630005,1742.150024,1742.150024,0.017397065605922,42378.609375,0.003983572632552,0.164059293457401,5429100
2019-03-19,1753.51001,1784.160034,1753.51001,1761.849976,1761.849976,0.011307839008473,43156.210938,0.018348916457337,0.180453179663373,6364200
2019-03-20,1769.939941,1799.5,1767.030029,1797.27002,1797.27002,0.020103893340803,43251.191406,0.002200852807408,0.185326074492601,6265600
2019-03-21,1796.26001,1823.75,1787.280029,1819.26001,1819.26001,0.012235217722043,42259.121094,-0.022937410040047,0.133866096393288,5767800
2019-03-22,1810.170044,1818.97998,1763.109985,1764.77002,1764.77002,-0.029951732957622,42703.378906,0.010512708274548,0.078144422251038,6363000
2019-03-25,1757.790039,1782.680054,1747.5,1774.26001,1774.26001,0.005377465557807,42826.160156,0.002875211590874,0.07960176960197,5103800
2019-03-26,1793,1805.77002,1773.359985,1783.76001,1783.76001,0.005354344879813,42947.550781,0.002834497058756,0.08097335073162,4865900
2019-03-27,1784.130005,1787.5,1745.680054,1765.699951,1765.699951,-0.010124713469723,42942.230469,-0.000123879287718,0.080479280192123,4324800
2019-03-28,1770,1777.930054,1753.469971,1773.420044,1773.420044,0.004372256450269,43281.28125,0.007895509322571,0.082609414571867,3043000
2019-03-29,1786.579956,1792.859985,1776.630005,1780.75,1780.75,0.004133231731986,43672.058594,0.009028784100517,0.084490973041847,3320800
2019-04-01,1800.109985,1815.670044,1798.72998,1814.189941,1814.189941,0.01877857138846,43324.589844,-0.007956317178228,0.065042202208301,4238800
2019-04-02,1811.02002,1820,1805.119995,1813.97998,1813.97998,-0.000115732644777,43339.75,0.000349920358267,0.064918891170307,3448100
2019-04-03,1826.719971,1830,1809.619995,1820.699951,1820.699951,0.003704545294927,43937.390625,0.013789664799636,0.066114968860528,3926100
2019-04-04,1820.650024,1828.75,1804.199951,1818.859985,1818.859985,-0.00101058167162,44989.859375,0.023953829188053,0.05280249912728,3623900
2019-04-05,1829,1838.579956,1825.189941,1837.280029,1837.280029,0.010127246820486,45436.28125,0.009922722168989,0.061024700341969,3640500
2019-04-08,1833.22998,1850.199951,1825.109985,1849.859985,1849.859985,0.006847054233125,45151.628906,-0.006264868870623,0.056781266088139,3752800
2019-04-09,1845.48999,1853.089966,1831.780029,1835.839966,1835.839966,-0.007578962253189,44909.140625,-0.005370532290315,0.063067755243455,3714400
2019-04-10,1841,1848,1828.810059,1847.329956,1847.329956,0.006258710025272,44580.058594,-0.00732772942034,0.058777312781673,2964000
2019-04-11,1848.699951,1849.949951,1840.310059,1844.069946,1844.069946,-0.001764714521849,44686.058594,0.002377744743796,0.057860528685865,2654800
2019-04-12,1848.400024,1851.5,1841.300049,1843.060059,1843.060059,-0.000547640289996,44625.78125,-0.001348907151281,0.058345028704103,3114400
2019-04-15,1842,1846.849976,1818.900024,1844.869995,1844.869995,0.000982027683342,45009.359375,0.008595437754941,0.056964988144165,3724400
2019-04-16,1851.349976,1869.77002,1848,1863.040039,1863.040039,0.009848956321716,45525.289063,0.011462720091203,0.065685603109377,3044600
2019-04-17,1872.98999,1876.469971,1860.439941,1864.819946,1864.819946,0.000955377749667,45381.21875,-0.003164621597474,0.066050680341769,2893500
2019-04-18,1868.790039,1870.819946,1859.47998,1861.689941,1861.689941,-0.001678448906938,45148.320313,-0.00513204456414,0.068156571203986,2749900
2019-04-22,1855.400024,1888.420044,1845.640015,1887.310059,1887.310059,0.013761753466981,45045.328125,-0.002281196449524,0.064189855064335,3373800
2019-04-23,1891.199951,1929.26001,1889.579956,1923.77002,1923.77002,0.019318479666939,45026.679688,-0.000413992699715,0.061965567293976,4640400
2019-04-24,1925,1929.689941,1898.160034,1901.75,1901.75,-0.01144628503983,44974.96875,-0.001148451059645,0.064098030170898,3675800
2019-04-25,1917,1922.449951,1900.310059,1902.25,1902.25,0.000262915735507,44956.730469,-0.000405520704225,0.064271377091921,6099100
2019-04-26,1929,1951,1898,1950.630005,1950.630005,0.025433042449731,44597.320313,-0.007994579504571,0.041997610274497,8432600
2019-04-29,1949,1956.339966,1934.089966,1938.430054,1938.430054,-0.006254364471339,44312.429688,-0.006388065986937,0.047928042216854,4021300
2019-04-30,1930.099976,1935.709961,1906.949951,1926.52002,1926.52002,-0.00614416495216,44277.238281,-0.00079416559299,0.04877829925162,3506000
2019-05-01,1933.089966,1943.640015,1910.550049,1911.52002,1911.52002,-0.007786059757635,44116.699219,-0.003625769542833,0.052659847548987,3117000
2019-05-02,1913.329956,1921.550049,1881.869995,1900.819946,1900.819946,-0.005597678228868,43583.601563,-0.012083806482295,0.061544247655062,3962900
2019-05-03,1949,1964.400024,1936,1962.459961,1962.459961,0.032428118786165,43410.738281,-0.003966245922796,0.047804358659552,6381600
