Date,Nike,Adidas,Under Arm,North face,L.Vuitton
2019-01-07,0,0,0,0,0
2019-01-08,0.01333875965573,-0.006527337211765,0.007597837077859,0.002144721737244,0.011603154738089
2019-01-09,-0.001824583923133,0.032063079040503,0.022041821345708,-0.01511291097093,-0.009176039809619
2019-01-10,-0.002219485451988,-0.018080050158031,-0.003972871511188,-0.029603640880398,-0.003280008363462
2019-01-11,-0.00497251400185,0.017634843747949,0.017663932630424,0.002378745876395,-0.025551531406409
2019-01-14,0.00065727257198,-0.005096781322642,0.001119708783891,0.00600313519195,-0.003575762208141
2019-01-15,0.02352498963765,0.021772530299758,0.002237192518859,-0.001942680146975,-0.007376446031224
2019-01-16,-0.002568182968545,-0.001754772828184,-0.008370535714286,0.018631629423779,-0.009640395436189
2019-01-17,0.018666280454358,-0.010296354777916,0.021384355655599,0.123942179492307,0.027783295125168
2019-01-18,0.016681340071244,0.026135465098189,0.022038512396694,-0.006922621489314,0.01519340534892
2019-01-22,0.003729124309002,0.015331378498803,0.002156388256409,0.013697029475391,-0.000583029647615
2019-01-23,-0.003096043235653,-0.000974184935489,-0.010220548682087,0.00542881608154,0.000972429696528
2019-01-24,-0.000745158403848,0.010726519168559,0.025000054347826,0.001919856852854,0.001942782662954
2019-01-25,0.002113345845737,-0.024119657504576,0.033403974899047,0.002395262887098,0.012604255629224
2019-01-28,-0.003597577759148,0.013346531106681,-0.006156952283222,0.004539927668195,-0.009383371699355
2019-01-29,-0.001244993716802,-0.010731751242309,-0.022715589947569,0.006303661679589,0.004252760717662
2019-01-30,0.01321364904606,-0.000493137863844,0.004226096143687,-0.00520030561269,0.068720063491474
2019-01-31,0.007381696571078,0.007893471099418,-0.003682219884272,0.00071282018064,0.00774494602785
2019-02-01,-0.004518627565074,0.009789563958478,-0.004223864613312,0.009854010447373,0.01751562652532
2019-02-04,0.005888904642992,-0.016965613005077,0.003711505635657,0.007994333260404,-0.007201779475799
2019-02-05,0.010610889766123,-0.016272218424757,0.008980454305336,0.008514013735501,0.03025465983318
2019-02-06,-0.001810275328457,-0.009774416140449,-0.00890052356021,-0.004972629294427,-0.010475591449367
2019-02-07,-0.003868730055283,0.023538341312051,-0.015847913365029,-0.003022087717719,-0.016313912461608
2019-02-08,-0.000364174952277,-0.003461896291796,0.022007623296169,-0.003380576775634,0.000529287584724
2019-02-11,0.016027127425572,-0.011414396476593,0.005777258099934,0.013451713771979,0.016751995645614
2019-02-12,0.012308816171349,0.000753036046011,0.04490861618799,-0.001846524939196,0.022545895763144
2019-02-13,0.008145322530959,0.002758914420033,-0.0064968015992,-0.005897529816235,-0.00050882341929
2019-02-14,-0.008430851650902,0.008504326779041,-0.00503008073592,0.010817786119966,-0.012896558648434
2019-02-15,0.008266373850014,-0.012648878580385,-0.037411524903361,-0.001956243404367,0.011517859151056
2019-02-19,-0.009487103280583,-0.01356437003839,0.018382246933706,-0.004150783409599,0.003059156110005
2019-02-20,0.003192846206438,0.015788077640611,-0.010830273895321,-0.006599600905611,0.007285762844137
2019-02-21,-0.010490435239952,-0.004011044146926,0.01199165797706,0.008158813928115,-0.002186790267761
2019-02-22,0.009648705943484,0.017367361085722,0.012879958784132,0.005433398216124,0.001180009387172
2019-02-25,0.004837052759837,0.002968681105975,-0.001525991861648,0.004139225341369,0.009429266484811
2019-02-26,0.00739701858611,0,-0.013244931902442,0.004580442068469,0.010508689974262
2019-02-27,0.004312264918902,0.015786865662122,0.036654567028675,-0.004217507686174,0.004456829398881
2019-02-28,-0.005105914922591,0.037882546487199,0,-0.000915858493031,-0.006080409783433
2019-03-01,0.019295759419676,-0.001871789253031,0.016434262948207,-0.016384062656698,-0.001322686290868
2019-03-04,-0.017439216455509,0.002344089118532,-0.027437530622244,-0.003960339060534,0.015231668084046
2019-03-05,-0.002335197358872,0.011693181200241,-0.001007556675063,-0.001286393017895,0.004566295141744
