Date,Open,High,Low,Close,Adj Close,Rendimiento,IPC,Rendimiento,Correlacion,Volume
2019-01-07,8.11,8.37,8.03,8.29,7.643884,0,43542.871094,0,0,40729400
2019-01-08,8.42,8.54,8.35,8.37,7.717649,0.009650198773294,43648.070313,0.00241599178825143,0,45644000
2019-01-09,8.45,8.77,8.36,8.72,8.040372,0.041816231860247,43668.949219,0.000478346599294835,-1,48404900
2019-01-10,8.71,8.77,8.45,8.67,7.994267,-0.005734187423169,43556.109375,-0.00258398349440719,0.436527533074883,39490400
2019-01-11,8.77,8.93,8.7,8.82,8.132576,0.017301023345855,43397.980469,-0.00363046443470361,0.288074635860827,41559900
2019-01-14,8.8,9.06,8.76,8.99,8.289328,0.019274581633175,43603.621094,0.00473848374458099,0.264900445412793,44833800
2019-01-15,9.02,9.03,8.75,8.84,8.151017,-0.016685429747743,43819.53125,0.00495165655014161,-0.175865017648538,65311700
2019-01-16,8.68,8.77,8.26,8.29,7.643884,-0.062217144191946,43932.078125,0.002568418049885,-0.237194730451814,73869900
2019-01-17,8.27,8.44,8.21,8.36,7.708428,0.008443874867803,44241.539063,0.00704407692983444,-0.148125675442853,56722600
2019-01-18,8.39,8.6,8.33,8.58,7.911282,0.026315871407244,44028.960938,-0.00480494416564687,-0.268887221559643,51127900
2019-01-22,8.54,8.61,8.46,8.5,7.837517,-0.009324026118649,43768.078125,-0.005925254819603,-0.155626214627936,47182600
2019-01-23,8.54,8.54,8.28,8.34,7.689988,-0.01882343604486,43679.671875,-0.00201987964259054,-0.108012428412878,45196900
2019-01-24,8.32,8.68,8.22,8.6,7.929724,0.031175081157474,43566.109375,-0.00259989361469992,-0.16172075803039,79516400
2019-01-25,8.74,8.96,8.73,8.86,8.169458,0.030232325866575,43638.621094,0.00166440657750384,-0.125922752059075,53098800
2019-01-28,8.8,8.8,8.58,8.66,7.985046,-0.02257334574705,43626.148438,-0.000285816913718208,-0.112772628449927,42116300
