Date,Open,High,Low,Close,Adj Close,Rendimiento,IPC,Rend-ipc,Correlacion,Volume
2019-09-30,92.529999,94.080002,92.5,93.919998,92.603004,0.017441155436376,42937.160156,-0.001723022263888,0.102469509876407,7401200
2019-10-01,94.129997,94.75,92.059998,92.279999,90.986008,-0.017461593362565,42222.898438,-0.016635047949257,0.11566980921558,8464900
2019-10-02,91.470001,91.839996,90.57,91.489998,90.207092,-0.008560832782113,42443.308594,0.005220156932705,0.112892279281698,6933900
2019-10-03,91.309998,92.32,90.349998,92.220001,90.926857,0.007979028965926,43416.898438,0.022938594474645,0.117773449072331,5762300
2019-10-04,92.220001,93.169998,91.93,93.07,91.764931,0.00921701274685,42952.289063,-0.010701118497985,0.113160499504003,4551400
2019-10-07,92.5,93.919998,92.400002,93.169998,91.863525,0.001074419159101,42535.140625,-0.009711902371213,0.112824861688618,4975400
2019-10-08,90.449997,92.709999,90.410004,91.75,90.46344,-0.015240923968463,42501.921875,-0.000780971909623,0.112924640945475,6916800
2019-10-09,92.410004,93.050003,91.82,92.519997,91.222641,0.008392351650567,42929.761719,0.010066364651893,0.115765884838738,5115900
2019-10-10,93.5,93.5,92.720001,93,91.695908,0.005188043174501,43214.601563,0.006635020382001,0.116764248239256,5794100
2019-10-11,94,94.57,93.559998,93.879997,92.563568,0.009462363358679,43299.53125,0.001965300706896,0.117380249025896,6220100
2019-10-14,94.199997,95.25,94.050003,94.879997,93.549553,0.01065197702837,43244.628906,-0.001267966243861,0.116685870852015,4636000
2019-10-15,95,95.18,94.120003,94.790001,93.460823,-0.000948481282428,43538.488281,0.006795280302642,0.115778783959152,4292500
2019-10-16,94.089996,95.139999,94.07,94.879997,93.549553,0.000949381753251,43479.980469,-0.001343818178123,0.115791441387152,4883300
2019-10-17,95.57,95.889999,94.970001,95.559998,94.220016,0.007166928953685,43178.628906,-0.006930811829938,0.113668317753285,3427400
2019-10-18,94.809998,96.459999,94.800003,96.099998,94.752441,0.005650869343941,43405.429688,0.005252616577839,0.114554662763246,6209200
2019-10-21,96.610001,96.870003,95.419998,96.220001,94.870766,0.001248780493159,43363.539063,-0.000965101032316,0.114554420363898,5185800
2019-10-22,96.059998,96.830002,95.519997,95.599998,94.259453,-0.006443639339857,43546.480469,0.00421878402808,0.112902650955043,5470100
2019-10-23,95.029999,95.540001,92.120003,92.32,91.025452,-0.034309566808116,43776.601563,0.005284493523278,0.102575974050566,11933600
2019-10-24,92.68,92.870003,90.989998,91.5,90.216942,-0.008882240980248,43389.160156,-0.008850422215677,0.106082167690656,12085800
2019-10-25,91.440002,91.830002,90.75,90.919998,89.645081,-0.006338731809376,43765.488281,0.008673321254594,0.102880993041018,8147200
2019-10-28,91.059998,91.300003,90.169998,90.849998,89.576065,-0.000769880502423,43851.058594,0.001955200692623,0.102711905178354,10304700
2019-10-29,90.849998,90.919998,89.129997,89.279999,88.028069,-0.017281357469766,43741.621094,-0.002495663810838,0.104298430447223,9044700
2019-10-30,89.449997,90.269997,89.349998,90.190002,88.925316,0.010192737500581,43337.28125,-0.009243823934442,0.10008784976552,8127500
