Date,Nike,Adidas,Under,North face,Louis
2020-10-15,128.479767,285.5,11.26,74.950432,406.430511
2020-10-16,127.483803,276.399994,11.3,71.708046,402.917847
2020-10-19,126.916107,282.100006,11.56,71.540009,407.56842
2020-10-20,127.971832,284,11.78,71.915642,413.851624
2020-10-21,128.90802,283.5,12.11,73.111763,412.367432
2020-10-22,129.495667,279.5,12.43,73.971786,407.865265
2020-10-23,129.46579,281.200012,12.74,72.904175,398.762024
2020-10-26,127.85231,283.799988,12.23,71.549881,428.05072
2020-10-27,127.473846,273.700012,11.93,67.605644,427.753876
2020-10-28,121.587685,269.700012,11.66,68.070259,425.675964
2020-10-29,122.36454,256,12.04,66.429291,423.301208
2020-10-30,119.595741,259.799988,12.23,67.981285,422.70755
2020-11-02,121.896423,254,12.78,69.938576,423.499115
2020-11-03,124.087547,260.600006,13.01,68.781998,417.314819
2020-11-04,126.826469,267,12.77,70.620674,414.445343
2020-11-05,129.176956,264.100006,13.18,69.207069,397.920929
2020-11-06,128.380173,275.5,13.03,76.917603,399.553589
2020-11-09,128.429962,273.299988,13.52,76.640823,398.069336
2020-11-10,127.194969,296,13.27,76.10701,401.384125
2020-11-11,127.14518,281.899994,12.82,75.28653,404.649445
2020-11-12,126.129288,274.799988,12.61,78.598114,417.364288
2020-11-13,127.76268,275,13.15,81.336342,432.157104
2020-11-16,129.585297,270.100006,13.86,84.133888,430.920227
2020-11-17,131.676834,278.5,14.17,84.578728,463.919525
2020-11-18,131.099167,274.399994,14.37,83.985611,469.01535
2020-11-19,131.378036,282.899994,14.69,83.896637,482.274445
2020-11-20,132.44371,281.799988,14.64,85.557381,467.877472
2020-11-23,133.589096,280.100006,14.5,87.73214,464.810059
2020-11-24,134.156784,280,14.93,86.565674,472.28064
2020-11-25,134.993393,279.200012,14.82,84.736893,470.004852
2020-11-27,133.708603,279.100006,14.71,82.443497,481.037567
2020-11-30,134.156784,273.399994,14.55,83.837326,483.511292
2020-12-01,134.893799,275.799988,14.69,84.499641,487.37027
2020-12-02,135.033234,269.399994,14.51,85.231155,487.320801
2020-12-03,136.407669,271,14.97,88.127556,489.646088
2020-12-04,136.911652,272.100006,14.83,87.2873,489.00296
2020-12-07,138.468491,274,15,88.236298,490.536621
2020-12-08,138.837723,273.100006,15.21,87.600136,490.783997
2020-12-09,138.508392,274.200012,15.39,86.377533,477.821777
2020-12-10,137.300858,278.799988,15.39,86.138985,493.570313
2020-12-11,137.13121,281.100006,15.1,85.234451,494.663269
2020-12-14,136.003494,282.899994,14.97,86.725433,494.812286
2020-12-15,139.107178,282.200012,15.45,85.850723,489.099121
2020-12-16,138.059311,288.200012,15.29,86.02964,490.539825
2020-12-17,140.214935,290.100006,15.23,84.369675,491.285034
2020-12-18,137.001465,290.100006,15.1,84.41938,494.812286
2020-12-21,143.727798,295.100006,15.09,82.381699,497.793091
2020-12-22,142.16098,295.100006,14.68,83.763344,497.19693
2020-12-23,141.472366,289.100006,15.09,83.395576,505.940613
2020-12-24,141.312714,290.100006,15.05,84.936249,503.95343
2020-12-28,142.141006,293,14.96,84.250404,501.767487
2020-12-29,141.282776,298,14.65,85.632042,499.680939
2020-12-30,141.29274,299.200012,15.08,84.8965,496.352356
2020-12-31,141.182968,298.5,14.88,84.608238,487.062256
2021-01-04,139.81575,294.399994,15.06,84.816978,489.148773
2021-01-05,140.943451,294.799988,15.45,86.954048,492.924469
2021-01-06,142.061188,292.299988,15.51,87.749237,493.272247
2021-01-07,144.655899,291.899994,15.59,87.321823,500.773895
2021-01-08,146.05307,295.600006,15.25,86.556458,509.517548
2021-01-11,146.751648,293.100006,15.52,87.023628,509.815613
2021-01-12,144.755707,289.299988,16.33,85.055527,507.62973
2021-01-13,142.749771,289.100006,15.91,84.87661,508.822021
2021-01-14,141.013321,289.700012,15.95,83.405518,502.959839
2021-01-15,140.434494,281.600006,15.59,81.457291,499.084778
2021-01-19,138.987427,293.299988,15.56,81.835014,512.001526
2021-01-20,142.510269,291.799988,15.97,83.663948,521.937561
2021-01-21,141.322678,285.100006,16.110001,83.355812,519.056152
2021-01-22,139.067276,285.600006,15.89,84.300095,512.498352
2021-01-25,137.27092,284.600006,15.94,84.618172,508.822021
2021-01-26,134.825897,271.5,15.87,78.674133,504.748291
2021-01-27,130.754166,277.399994,14.77,78.892807,490.788239
2021-01-28,134.446655,269.399994,15.17,76.407837,496.451721
2021-01-29,133.318954,268.299988,14.97,78.147316,487.906769
2021-02-01,135.434662,263.399994,15.41,79.787392,504.450226
2021-02-02,139.306778,265.899994,16,78.574738,504.350861
2021-02-03,138.34874,278.600006,16.790001,80.870842,508.225891
2021-02-04,140.344681,275,17.360001,81.367836,498.687317
2021-02-05,144.815582,275.899994,17.74,81.208794,504.748291
2021-02-08,143.119034,275,17.700001,80.562706,503.158539
2021-02-09,141.502304,278,17.540001,80.443428,513.690674
2021-02-10,142.170959,284.399994,18.76,80.006073,495.110382
2021-02-11,143.248764,283.200012,19.209999,79.031967,504.450226
2021-02-12,141.831635,292.299988,18.84,80.393723,521.540161
2021-02-16,141.422485,290.399994,18.620001,79.041901,521.1427
2021-02-17,143.697861,292.5,18.67,79.111481,521.738831
2021-02-18,144.795624,297,18.51,79.916618,525.315796
2021-02-19,141.731857,291.799988,18.959999,80.32415,524.520935
2021-02-22,136.3927,288.5,18.540001,79.240707,533.562683
2021-02-23,135.853806,295.799988,18.299999,81.467232,526.110657
2021-02-24,135.374771,293.299988,18.299999,79.5886,528.097839
2021-02-25,135.264984,291.700012,18.1,78.654243,525.911926
2021-02-26,134.779999,289.100006,18.200001,80.681984,532.469727
2021-03-01,137.649994,290.299988,18.950001,81.695854,536.344727
2021-03-02,137.020004,288.299988,19.02,80.7118,531.575439
2021-03-03,134.259995,292.200012,19.27,77.232841,530.581848
2021-03-04,132.039993,290.299988,18.969999,78.29641,538.331909
2021-03-05,133.350006,288.399994,18.74,81.010002,539.424927
2021-03-08,134.559998,283.899994,19.110001,79.5,535.947327
2021-03-09,135.949997,275,18.709999,79.669998,529.389526
2021-03-10,137.589996,273.700012,18.860001,79.5,527.601074
2021-03-11,141.190002,279.299988,19.040001,79.089996,521.639465
2021-03-12,140.449997,295,19.450001,79.769997,533.661987
2021-03-15,144.940002,299.799988,20.190001,75.919998,535.8479
2021-03-16,144.649994,299.399994,19.5,78.349998,540.319153
2021-03-17,144.820007,294.799988,19.25,79.300003,530.482544
2021-03-18,143.169998,293.399994,19.42,79.629997,519.851013
2021-03-19,137.490005,288.200012,19.25,79.82,531.476135
2021-03-22,138.270004,286.700012,19.43,76.459999,537.239014
2021-03-23,137.119995,280.299988,18.58,76.660004,549.460266
2021-03-24,133.160004,280.899994,18.139999,78.110001,560.886658
2021-03-25,128.639999,277.399994,18.32,80.209999,559.793701
2021-03-26,132.990005,279.299988,18.309999,78.779999,554.626953
2021-03-29,133.490005,262.200012,17.65,80.129997,556.713501
2021-03-30,132.949997,261.100006,17.9,79.919998,564.562988
2021-03-31,132.889999,263.700012,18.459999,79.489998,562.67511
2021-04-01,132.529999,264.600006,18.27,83.110001,553.832092
2021-04-05,135.119995,266.600006,18.879999,83.68,553.03717
2021-04-06,137.160004,270.700012,19.1,83.980003,550.652588
2021-04-07,136.539993,275.149994,18.82,83.110001,549.857727
2021-04-08,133.679993,274.149994,18.98,84.940002,552.043579
2021-04-09,135.449997,276.950012,19.18,85.400002,551.348083
2021-04-12,136.639999,279.950012,19.190001,83.839996,551.348083
2021-04-13,133.539993,282.100006,18.559999,83.980003,569.829041
2021-04-14,132.259995,281.399994,18.43,84.010002,564.463562
2021-04-15,133.669998,276.899994,18.309999,84.739998,568.040588
2021-04-16,134.309998,275.049988,18.42,83.980003,573.10791
2021-04-19,132.570007,277.299988,18.07,84.550003,573.505371
2021-04-20,127.110001,277.25,17.790001,87,582.348328
2021-04-21,129.899994,277.600006,18.73,86.389999,584.534302
2021-04-22,129.179993,271.049988,19.02,88.379997,585.925354
2021-04-23,130.190002,271.649994,19.26,87.800003,590.992676
2021-04-26,131.600006,268.700012,19.52,89.139999,607.88385
2021-04-27,132.110001,266.549988,19.91,89.32,612.752502
2021-04-28,130.710007,265.450012,19.77,88.790001,625.967346
2021-04-29,133.259995,263.299988,20.09,87.660004,620.900024
2021-04-30,132.619995,262.700012,19.91,89.830002,605.299988
2021-05-03,133.029999,260.75,19.879999,90.050003,624.599976
2021-05-04,131.550003,258.899994,19.719999,88.519997,632
2021-05-05,132.210007,254.699997,21.129999,,628.099976
,,,,,625.799988
,,,,,632.700012
,,,,,633.200012
,,,,,635.700012
,,,,,626.200012
,,,,,630.599976
,,,,,618.900024
,,,,,631.799988
